playerid,Offensive Points/Chance,Defensive Points/Chance,Offensive Transition%,Defensive Transition%,Touches/Chance,Points/Touch,Transition Touch%,Transition Points/Touch,AutoStats FG%,AutoStats 3P%,Contested Jumper FG%,Uncontested Jumper FG%,% of Jumpers Contested,Contested 3P%,Uncontested 3P%,% of 3s Contested,Off Dribble Jumper FG%,Catch & Shoot Jumper FG%,Off Dribble 3P%,Catch & Shoot 3P%,% of Shots at Rim,Average Influence Score,Expected eFG%,AutoStats FG% Defended,AutoStats 3P% Defended,Contested Jumper FG% Defended,Uncontested Jumper FG% Defended,% of Defended Jumpers Contested,Contested 3P% Defended,Uncontested 3P% Defended,% of Defended 3s Contested,Average Influence Score Defended,Expected eFG% Defended,Layup FG% Defended,Passes/Touch,Led to Shot %,Assist %,Secondary Assist %,FT Assist %,Offensive Adjusted Rebound %,Offensive Contested Rebound %,% of Offensive Rebounds Contested,Defensive Adjusted Rebound %,Defensive Contested Rebound %,% of Defensive Rebounds Contested,Crash & Boxout %,Drives/Touch,Player Points/Drive,Team Points/Drive Chance,Drives Defended/Defensive Chances,Player Points/Drive Allowed,Team Points/Drive Chance Allowed,Isos/Touch,Player Points/Iso,Team Points/Iso Chance,Isos Defended/Defensive Chances,Player Points/Iso Allowed,Team Points/Iso Chance Allowed,Postups/Touch,Player Points/Postup,Team Points/Postup Chance,Postups Defended/Defensive Chances,Player Points/Postup Allowed,Team Points/Postup Chance Allowed,BH- Screens/Touch,BH- Player Points/Screen,BH- Team Points/Chance,BH- Pass to Screener %,BH- Screener Points/Touch,BH Def- Ball Handler Points/Screen,BH Def- Screens/Chance,BH Def- Team Points/Chance,BH Def- Ball Handler Pass to Screener %,BH Def- Screener Points/Touch,SC- Screens/Chance,SC- Ball Handler Points/Screen,SC- Points/Touch,SC- Team Points/Chance,SC- Combo Points/Screen,SC Def- Ball Handler Points/Screen,SC Def- Screens/Chance,SC Def- Team Points/Chance,SC Def- Ball Handler Pass to Screener %,SC Def- Screener Points/Touch,SC Def- Combo Points/Screen,Closeout Touch %,Points/Closeout Touch- Offense,Team Points/Closeout Chance- Offense,Closeouts/Chance,Points/Closeout Allowed,Team Points/Closeout Chance Allowed,Full Closeout %,Cutter- Screens/Chance,Cutter- Team Points/Chance,Cutter- Touches/Screen,Cutter- Points/Touch,Screener- Screens/Chance,Screener- Team Points/Chance,Screener- Cutter Touches/Screen,Screener- Cutter Points/Touch,Screener- Screener Touches/Screen,Screener- Screener Points/Touch,Cutter Def- Screens/Chance,Cutter Def- Team Points/Chance,Cutter Def- Cutter Touches/Screen,Cutter Def- Cutter Points/Touch,Cutter Def- Screener Touches/Screen,Cutter Def- Screener Points/Touch,Screener Def- Screens/Chance,Screener Def- Team Points/Chance,Screener Def- Cutter Touches/Screen,Screener Def- Cutter Touch Points,Screener Def- Screener Touches/Screen,Screener Def- Screener Points/Touch,Receiver- Handoffs/Touch,Receiver- Points/Handoff,Receiver- Team Points/Chance,Setter- Handoffs/Touch,Setter- Receiver Points/Handoff,Setter- Team Points/Chance,Receiver Defender- Handoffs/Chance,Receiver Defender- Receiver Points/Handoff,Receiver Defender- Team Points/Chance,Setter Defender- Handoffs/Chance,Setter Defender- Receiver Points/Handoff,Setter Defender- Team Points/Chance,Offensive Chances,Defensive Chances,FGM_30,FGA_30,TPM_30,TPA_30,FTM_30,FTA_30,FOULS_30,BLOCKS_30,STEALS_30,ASSISTS_30,OREB_30,DREB_30,TOV_30,FG_PCT,TP_PCT,FT_PCT,USG,ASSIST_PCT,BLOCK_PCT,OREB_PCT,DREB_PCT,FTM_Rate,STL_PCT,TOV_PCT,undraft_prob,HEIGHT,WEIGHT,Age,PICK_NUMBER
x11,1.492,1.478,10.688,11.828,0.952,0.78,5.348,0,103.5714286,0,77.77777778,150,163.6363636,0,0,0,100,90,0,0,100,161.671063,91.81346786,94.118,0,83.334,40,109.09,0,0,75,151.252,93.984,177.7777778,0.962,20,8.888,6.666,2.222,157.1428571,145.4545455,145.4545455,166.6666667,127.2727273,93.33333333,95.798,0,0,0,0.022,3.5,3.5,0,0,0,0.006,4,4,0.396,1.027027027,1.621621622,0.01,0,0,0.01,0,0,0,0,0.857142857,0.038,2.285714286,28.57142857,0,0.52,0.607843137,1,1.747126437,0.725490196,0.456,0.612,1.836,10.526,1.333333333,0.526,4.278,0,0,0.06,0.546,2,18.182,0.138,1.616,0.518,1.142857143,0.992,1.4,0.687179487,0.417910448,0.153846154,0.4,0.134,1.914,0.32,1,0.48,0,0.882,1.328,0.768,64,0.17,0.285714286,0.01,0,0,0.128,1,1.333333333,0.038,0.571428571,1.714285714,0.08,0,1.571428571,786,744,31.04599272,58.10308028,0,0,20.63821981,37.07155468,26.95694025,11.14510819,5.230196353,10.39654928,23.48571392,40.28863519,18.48904742,4.255925662,0,4.393804548,1.614805565,0.712662278,0.450673561,0.934456115,1.535851026,2.791618363,0.109222464,1.622329469,0.450710626,,,,
x12,1.672,1.314,19.826,15.432,1.368,0.422,13.586,1.866666667,100,65.57377049,74.50980392,92.59259259,97.14285714,50,75.67567568,78.68852459,96.2962963,82.19178082,40,69.23076923,61.25,145.6582885,94.55472125,75.642,94.736,69.768,104.348,130.304,84.44444444,109.6774194,118.422,153.758,88.424,53.33333333,1.51,25.18,11.75,5.036,2.638,113.0434783,82.35294118,107.6923077,146.6666667,87.5,63.63636364,53.506,0.116,1.0625,1.96875,0.072,0.69,0.982,0.038,1.428571429,2.19047619,0.038,0.666666667,0.827586207,0.004,0,0,0.012,0.4,1.4,0.302,0.263473054,1.825503356,28.38709677,0.727272727,0.259615385,0.256,1.565217391,31.73076923,0.484848485,0.072,0.344827586,0,2,0.344827586,0.286,0.07,0.92,21.428,1,0.392,34.964,0.352331606,1.64516129,0.098,0.65,1.3,85,0.392,1.61,0.858,0.147058824,0.136,1.623762376,0.763636364,0.19047619,0.4,0.181818182,0.63,1.27,0.632,0.372670807,0.224,0.666666667,0.246,1.15,0.6,14,0.22,0.727272727,0.134,0.216216216,1.436619718,0.1,0.290909091,1.636363636,0.122,0.343434343,1.452631579,0.034,0.428571429,0.846153846,3228,3240,35.8968574,68.41388945,7.985378187,22.52094268,17.47729042,27.24105717,26.14574315,2.194960253,11.94672334,16.66250969,16.93488188,23.34754308,16.4116229,5.232714754,3.531998536,6.562473009,1.59165932,0.96658714,0.073730097,0.687359386,0.828125323,2.560036483,0.228699026,1.640485213,0.754777226,,,,
x13,1.456,1.434,16.898,15.304,1.156,0.768,10.044,1.652173913,86.89655172,66.66666667,85.71428571,92.85714286,138.4615385,33.33333333,100,100,81.48148148,94.91525424,0,88.88888889,51.03448276,156.5546204,84.76692414,93.578,40,74.074,71.428,98.182,25,47.05882353,64,147.538,98.234,128.8888889,1.022,28.206,8.548,5.128,2.564,100,66.66666667,109.0909091,158.8235294,81.81818182,66.66666667,119.522,0.162,1.351351351,1.621621622,0.038,0.934,1.466,0.096,0.818181818,1.454545455,0.026,1.6,2,0.162,1.351351351,1.891891892,0.044,0.705882353,0.75,0.008,0,2,100,0,0.526315789,0.05,2.210526316,10.52631579,0,0.462,0.295081967,0.530612245,1.353658537,0.43715847,0.226,0.366,1.388,17.022,0.5,0.27,14.848,1.235294118,1.882352941,0.106,0.342,1.414,53.658,0.106,0.842,0.666,1,0.464,1.779310345,0.663043478,0.721311475,0.163043478,0.533333333,0.178,1.088,0.696,0.166666667,0.318,0.363636364,0.716,1.406,0.782,44,0.218,1,0.044,0,0.8,0.27,0.161290323,1.186440678,0.028,0,1.4,0.088,0.117647059,1.5625,1586,1542,61.68986531,129.2867487,10.32154303,26.76926893,37.76349859,55.64155933,33.41515669,8.443519827,6.746357543,16.17883368,24.82081652,57.34458638,24.90397229,5.700983997,4.785315911,8.082941496,2.825056266,1.060809645,0.276134526,0.924199879,2.033807805,3.583885451,0.127092039,1.715209538,0.442221411,,,,
x14,1.34,1.53,13.396,16.692,1.212,0.592,6.684,0.923076923,91.66666667,85.71428571,78.04878049,100,118.8405797,0,109.0909091,42.85714286,50,92.30769231,0,83.33333333,37.5,150.4260328,85.17215208,78.26,88,59.26,88,103.846,28.57142857,111.1111111,56,151.676,88.364,116.6666667,1.244,28.1,7.438,3.306,0,138.4615385,116.6666667,155.5555556,152.3809524,109.0909091,75,64.336,0.128,0.08,1.2,0.07,1.09,2,0.03,0.666666667,0.666666667,0.022,1.142857143,1.714285714,0.088,1.411764706,1.647058824,0.018,0.666666667,0.666666667,0.078,0,0.714285714,85.71428571,1.333333333,0.285714286,0.066,1.684210526,9.523809524,0,0.44,0.340425532,0.538461538,1.412698413,0.439716312,0.136,0.186,1.142,27.118,0,0.136,19.024,0.648648649,1.388888889,0.182,0.586,2.036,55.172,0.262,1.594,0.548,0.782608696,0.552,1.007633588,0.802259887,0.197183099,0.214689266,0.105263158,0.248,1.218,0.608,0.166666667,0.202,2,0.68,1.312,0.888,28,0.186,0.2,0.036,0.571428571,1.142857143,0.092,0.222222222,1.111111111,0.038,0,1.333333333,0.054,0.352941176,1.058823529,1284,1270,40.20140833,95.95959669,2.564427833,7.594335094,31.6023971,42.90954104,41.58713843,2.392139179,6.779095132,15.5364565,24.8986867,39.92274243,22.35386988,3.601968315,2.587301587,5.833290654,2.344402675,1.239146879,0.0881571,0.937308439,1.532579349,2.808371745,0.13752968,2.008929102,0.730633783,,,,
x15,1.67,1.262,19.342,14.752,1.084,0.474,13.864,0.45,105.4545455,0,93.75,100,106.6666667,0,0,100,105.2631579,90,0,0,83.63636364,144.7641983,94.69145273,64.052,57.628,75.472,54.546,98.148,75,45.71428571,81.356,150.124,92.278,68.57142857,1.272,22.888,9.81,10.354,4.36,118.75,100,147.3684211,164.7058824,90,42.85714286,110.726,0.08,0.52173913,1.043478261,0.062,0.848,1.312,0.014,0,2,0.038,0.7,1.4,0.014,0,0,0.032,0.588235294,1.529411765,0.02,0,0,40,0,0.108108108,0.07,0.9375,16.21621622,0,0.426,0.220264317,0.372093023,1.701657459,0.290748899,0.126,0.356,1.222,26.178,0.8,0.23,7.972,0,1.913043478,0.14,0.506,1.042,61.334,0.13,1.424,0.608,0,0.498,1.54954955,0.958490566,0.31496063,0.249056604,0.363636364,0.228,0.816,0.558,0.294117647,0.312,0.421052632,0.636,1.184,0.692,28,0.27,0.565217391,0.046,0.307692308,1.538461538,0.136,0.358974359,1.135135135,0.048,0.461538462,0.923076923,0.122,0.276923077,1.37704918,2130,2142,55.21688891,108.5960349,4.00602233,15.64567911,21.9601959,36.50791469,51.65865822,13.64857846,22.20242493,25.60884893,47.72303014,70.55486216,29.42866873,7.127295926,3.305615746,8.207511034,2.439287981,1.383065842,0.445363762,1.818657424,2.565787747,2.954256651,0.401854663,2.6707231,0.710572375,,,,
x16,0.6705,0.7915,5.3705,7.037,0.5115,0.3155,4.6115,0.619047619,46.54861945,0,32.16374269,71.66666667,70.14285714,0,0,0,37.5,45.63492063,0,0,43.03721489,75.56396369,43.38595495,24.664,18.0555,17.857,41.6665,65.812,0,43.33333333,53.472,77.3915,44.969,25,0.5225,12.688,5.324,3.993,0,83.33333333,72.85714286,58.92857143,86.42857143,47.5,33.17307692,41.621,0.042,0.416666667,0.666666667,0.032,0.625,1.225,0.0325,0.325,0.625,0.011,1,1.5,0.1155,0.429149798,0.639676113,0.0225,0.238095238,0.464285714,0.0125,0,0.333333333,16.66666667,0,0.2,0.0335,1.361111111,5,0,0.1795,0.14086629,0.732142857,0.789047619,0.272693032,0.169,0.189,0.7735,11.2335,0.071428571,0.178,3.2135,0.7,0.825,0.058,0.156,0.7,42.831,0.0365,0.909,0.3275,0,0.331,0.762062007,0.485090345,0.257712387,0.125928389,0.071428571,0.1175,1.0485,0.384,0.346405229,0.0705,0.375,0.283,0.7355,0.4095,4,0.1395,0.191666667,0.003,0,0,0.0285,0,1.464285714,0.0195,0.2,1.35,0.0545,0.1625,0.664835165,288,283.5,53.35386017,99.35490264,0,0.578079217,22.47705193,36.61974434,47.25228765,5.047085118,7.753649502,13.2929519,36.10682012,42.85067647,27.82944719,6.419638002,0,7.35549305,2.366271792,0.909375733,0.176193089,1.373443107,1.658539079,2.693293441,0.150184808,2.33873573,0.90506557,,,,
x17,1.24,1.426,11.442,17.518,1.95,0.258,7.512,0.875,62.29508197,52.17391304,71.42857143,55.55555556,121.7391304,60,46.15384615,86.95652174,57.14285714,60,0,66.66666667,36.06557377,149.8131945,85.42182623,62.858,33.334,20,54.546,95.238,0,44.44444444,50,149.582,94.69,100,1.522,22.84,4.938,2.47,0.618,166.6666667,100,40,200,150,75,41.06,0.14,0.733333333,0.866666667,0.116,0.5,1.5,0.052,0.909090909,0.909090909,0.034,0.571428571,2,0,0,0,0,0,0,0.436,0.408602151,1.461538462,49.43820225,0.636363636,0.197183099,0.346,1.639344262,30.98591549,1.090909091,0.05,0.363636364,0,0.4,0.363636364,0.462,0.064,1.538,15.384,0,0.462,18.31,0.615384615,1.789473684,0.15,0.322,1.866,45.162,0.334,1.142,0.658,0,0.376,1.443037975,0.780487805,0.25,0.341463415,0.571428571,0.322,1.424,0.666,0.363636364,0.242,0,0.142,1.556,0.828,0,0.206,1.333333333,0.056,0.333333333,0.333333333,0.094,0.5,1.052631579,0.092,0,1.052631579,0.024,0,0.8,874,822,38.27407117,105.9920608,14.10514257,47.26200264,21.02859681,33.16499639,40.86423084,0.936637941,10.51481029,32.62343722,12.01406179,33.69630129,28.26718232,5.028039231,4.228862306,7.50953395,2.364464836,1.903522531,0.027714264,0.449900307,1.228074605,2.648840322,0.199058366,2.618385219,0.763145383,,,,
x18,1.666,1.414,15.708,13.566,1.418,0.478,11.27,1.593220339,86.38497653,72.97297297,89.32038835,80,130.3797468,72.22222222,73.68421053,97.2972973,91.30434783,83.33333333,76.92307692,76.19047619,31.92488263,153.9936222,87.76851455,68.818,59.184,68.888,63.888,111.112,54.54545455,62.96296296,89.796,150.962,89.336,90.90909091,1.386,27.272,9.918,1.928,1.652,85.71428571,40,66.66666667,182.8571429,120,56.25,51.174,0.254,1.037593985,1.742424242,0.128,0.758,1.248,0.116,1.016393443,1.533333333,0.048,0.457142857,1.294117647,0.006,2,2,0.004,2,2.666666667,0.594,0.411575563,1.464,29.11877395,0.842105263,0.298076923,0.28,1.333333333,18.26923077,0.526315789,0.052,0,1.2,1.243243243,0.157894737,0.09,0.06,1.256,22.728,0.8,0.182,24.642,0.496124031,1.639344262,0.182,0.544,1.394,73.53,0.392,1.45,0.72,0.384615385,0.144,1.494736842,0.691588785,0.378378378,0.280373832,0.4,0.576,1.258,0.7,0.346666667,0.322,0.579710145,0.198,1.08,0.776,18,0.232,0.705882353,0.1,0.423076923,1.115384615,0.052,0,1.076923077,0.06,0.454545455,1.285714286,0.038,0.142857143,1.428571429,2954,2978,42.72261155,92.47776487,7.440870698,21.74469687,25.84478291,33.02960592,21.04808573,1.328436836,11.94765125,28.13127623,11.05882925,33.10595939,21.04311189,4.613500593,3.397343221,7.85891015,2.144778618,1.832072646,0.046523224,0.432687304,1.229979885,2.806113245,0.235059334,1.634219714,0.807086626,,,,
x19,0.797485714,0.697028571,8.503371429,8.616114286,0.605342857,0.277971429,6.222028571,0.530952381,35.03467406,30.69476971,33.26475155,34.24430642,46.28571429,25.84415584,34.28571429,39.86194996,35.67965368,35.76799141,39.59183673,31.52721088,10.70041609,71.03744168,45.73675228,36.35277143,27.79774286,23.9208,44.4676,63.37085714,16.47943388,43.98744113,63.63082857,75.68257143,45.75531429,34.88095238,0.639914286,13.8302,3.4056,2.978142857,1.050942857,65.57142857,50,54.28571429,72.85714286,7.428571429,4.126984127,20.6726,0.059028571,0.499047619,0.66,0.048028571,0.474542857,0.9294,0.036828571,0.52032967,0.52032967,0.021428571,0.720634921,1.050649351,0,0,0,0.003,0.371428571,0.371428571,0.132342857,0.160486322,0.640952381,14.35121951,0.500952381,0.143234036,0.096028571,0.557362075,9.235341016,0.561904762,0.020914286,0.082539683,0.251428571,0.789206349,0.161111111,0.188628571,0.032714286,0.955428571,3.492342857,0,0.188628571,21.403,0.339407895,0.715580524,0.079114286,0.263657143,0.773428571,34.66465714,0.3298,0.725885714,0.331971429,0.28806632,0.121571429,0.88994709,0.273751044,0.263945578,0.183893066,0.370588235,0.2732,0.657742857,0.326828571,0.256567376,0.096771429,0.345994398,0.0666,0.644457143,0.270685714,1.857142857,0.142314286,0.275510204,0.043885714,0.096703297,0.661442905,0.027028571,0.052380952,0.389285714,0.029457143,0.170238095,0.632142857,0.013057143,0.517857143,0.66952381,640.5428571,633.9428571,39.31985202,113.0468604,19.59786099,59.05058152,16.27782829,22.48625942,31.31188909,2.208169122,8.040622632,15.4261327,9.151358457,21.13478332,14.43693125,3.487778504,3.24469822,7.429692147,2.12382321,0.888642266,0.069556379,0.319200869,0.73802014,1.450708363,0.148155729,1.047172901,0.890942187,,,,
x20,1.556,1.464,19.134,15.384,1.642,0.274,10.746,0.745762712,75.55555556,22.22222222,66.66666667,92.30769231,148.5148515,18.18181818,28.57142857,122.2222222,71.42857143,80.95238095,0,33.33333333,35.55555556,154.8371691,79.56449037,80.916,68.852,82.858,66.666,135.922,70.58823529,66.66666667,111.476,152.34,89.85,100,1.58,39.908,15.686,5.536,0,76.92307692,20,40,188.8888889,133.3333333,23.52941176,43.526,0.154,0.847058824,1.951807229,0.12,0.84,1.21,0.1,0.872727273,2,0.052,0.8,1.314285714,0.002,0,0,0.004,1.333333333,1.333333333,0.376,0.223300971,1.563218391,34.06593407,0.64516129,0.354285714,0.258,1.535483871,18.28571429,1.375,0.062,0.341463415,0,2,0.341463415,0.414,0.042,1.656,20.69,2,0.62,16.394,0.222222222,1.704545455,0.122,1.048,1.976,65.854,0.43,1.222,0.784,0.194690265,0.322,1.344262295,0.96744186,0.442307692,0.306976744,0.606060606,0.412,1.386,0.594,0.554216867,0.266,0.486486486,0.158,1.414,0.636,24,0.15,0,0.088,0.208333333,1.531914894,0.042,0.782608696,2.260869565,0.054,0.432432432,1.027027027,0.02,0,0.615384615,2676,2704,45.0471845,92.99840121,2.589747147,9.588868767,26.5192424,37.84393112,29.95528254,1.960501186,18.47612421,39.34087665,10.10349027,26.55130436,21.47145395,5.801493796,2.582674572,8.512692366,1.930737765,2.065543106,0.056996998,0.352490007,0.901449257,3.516525179,0.325369732,1.984034786,0.583096335,,,,
x21,0.8138,0.7304,11.603,7.5214,0.423,0.27,5.752,0.457142857,41.14619883,38.84210526,40.44444444,38.82352941,45.57142857,44.15584416,35.78947368,36.73684211,42.5,39.42857143,70,37.15555556,25.61190856,70.62827901,45.42891458,43.44,21.5452,38.0932,38.2386,39.1144,27.83333333,20,29.5452,72.6058,48.2404,56,0.5816,10.8086,3.812,1.4874,0.724,47.85714286,34.14141414,62.66666667,71.47368421,32.14285714,25.71428571,51.2218,0.006,0,0,0.0234,0.3856,0.6654,0.0018,0,0,0.0068,0.533333333,0.666666667,0.0072,0,0.6,0.0174,0.33,0.612727273,0.0084,0,1.2,0,0,0.152995392,0.0284,0.601428571,11.49001536,0.4,0.1252,0.137076023,0.210434783,0.763648649,0.175087719,0.1848,0.1864,0.7786,11.557,0.582105263,0.246,7.7944,0.10625,1.064347826,0.0804,0.3828,0.7458,21.925,0.0686,0.7608,0.3184,0.069565217,0.3256,0.792896175,0.432847716,0.297398721,0.100716781,0.293333333,0.084,0.7176,0.3054,0.165833333,0.1498,0.22,0.3074,0.7466,0.375,24,0.0956,0.275,0.0114,0.48,1.466666667,0.0438,0.211764706,1.069803922,0.0148,0.321052632,0.75,0.0342,0.235897436,0.750881316,874.2,946.6,41.64870758,88.61848812,10.83926807,26.22073197,12.23615783,16.87793565,22.84362957,2.436894497,7.536928624,13.43487102,19.48583678,41.27886433,14.48035351,4.699380306,4.287645688,7.207150853,1.70522643,0.713140792,0.079272663,0.720263246,1.491399431,1.432300747,0.138386201,1.337581472,0.674595318,,,,
x22,0.825390244,0.736097561,10.25565854,7.412926829,0.416487805,0.33102439,4.307536585,0.398341068,47.9766911,46.82926829,43.52442311,53.71396896,62.58862218,30.48780488,56.91056911,38.53658537,44.81707317,49.3597561,0,58.11444653,14.23885618,74.61382596,42.07414669,42.51304878,34.8814878,36.06960976,41.53580488,49.28219512,37.23577236,34.63193908,34.8814878,74.28926829,47.77982927,48.86582483,0.566317073,12.5965122,4.955878049,3.956,1.517609756,49.59349593,33.11938383,57.7383592,68.02352064,30.36164844,31.47949611,48.17709756,0.014317073,0.510569106,0.627642276,0.032756098,0.569536585,0.832585366,0.005341463,0,0.195121951,0.015756098,0.525549056,0.788323585,0.014804878,0.766550523,0.885017422,0.014560976,0.262901155,0.445442875,0.012341463,0.487804878,0.87804878,23.57723577,0,0.202351916,0.02695122,0.427790096,7.608885017,0,0.137195122,0.186145134,0.605440901,0.772393363,0.299354043,0.133146341,0.163609756,0.785731707,14.84339024,0.392364793,0.189609756,10.36231707,0.424390244,1.140454163,0.090487805,0.355243902,0.919292683,23.60502439,0.078317073,0.858780488,0.268609756,0.414092141,0.332463415,0.885303287,0.412066208,0.335220684,0.099708393,0.370144535,0.101536585,0.698658537,0.314463415,0.180813008,0.122756098,0.236933798,0.261658537,0.855170732,0.352463415,9.146341463,0.104902439,0.54701897,0.018926829,0,0.455284553,0.061756098,0.066898955,0.762749446,0.020292683,0,0.501982458,0.033756098,0.209980376,0.699477352,910.7073171,976.8780488,68.99372147,150.7011946,17.30472321,44.96805144,24.58216945,31.30415558,39.63134405,10.0079354,11.44153168,17.24464995,25.57879134,64.82389876,18.82046142,6.509571672,5.32104631,11.02953121,2.771766671,0.912059176,0.336985997,0.952514624,2.317611759,2.37445602,0.204454127,1.424077363,0.687316231,,,,
x23,1.606,1.448,22.536,11.584,0.88,0.78,16.204,0.315789474,112.5925926,0,100,105.8823529,138.1818182,0,0,200,123.0769231,105.2631579,0,0,105.1851852,150.297354,92.67042222,82.052,25.806,57.692,83.334,118.182,15.38461538,33.33333333,83.87,152.046,91.208,113.2075472,1.01,27.848,15.19,5.908,4.22,123.4042553,102.7027027,131.0344828,164.2857143,113.3333333,73.91304348,116.612,0.038,0.888888889,0.888888889,0.046,0.96,1.44,0.012,2.666666667,2.666666667,0.014,1.75,1.75,0.11,1.076923077,2,0.064,0.971428571,1.085714286,0.042,0.8,1.6,40,0,0.083333333,0.044,1.047619048,25,0,0.118,0.19047619,1.555555556,1.966666667,0.412698413,0.32,0.44,1.302,18.106,0.363636364,0.354,4.69,0,0.909090909,0.096,0.188,0.98,60.378,0.11,1.368,0.678,0,0.734,1.404844291,0.639386189,0.544,0.127877238,1.04,0.146,1.48,0.666,0.296296296,0.246,1.4,0.642,1.38,0.766,40,0.22,0.205128205,0.012,2.666666667,2.666666667,0.052,0.666666667,1.666666667,0.024,0.153846154,1.833333333,0.064,0.4,1.9375,2130,2210,60.82197843,117.2437361,0.83607672,3.189995228,25.29066684,39.43330835,39.21874904,7.37349835,13.73919977,18.53951122,42.04652253,71.54394725,23.951396,6.204326263,2.163636364,7.878864903,2.521479998,1.14416797,0.22098263,1.589632012,2.57501992,2.642640237,0.256850587,1.810353895,0.657415216,,,,
x24,1.634,1.424,22.058,11.258,2.03,0.318,16.074,0.772727273,73.46938776,56.41025641,61.97183099,74.07407407,144.8979592,50,66.66666667,123.0769231,57.69230769,82.92682927,16.66666667,83.33333333,46.2585034,157.3212196,86.49844762,74.684,69.842,57.5,86.486,136.752,66.66666667,75,123.81,153.068,90.43,103.4482759,1.456,42.41,19.322,4.768,2.258,50,33.33333333,200,173.3333333,88.88888889,30.76923077,44.52,0.172,0.70212766,1.638297872,0.182,0.758,1.52,0.086,0.680851064,1.574468085,0.066,0.684210526,1.736842105,0.012,0,0,0.004,0,2,0.234,0.1875,1.522123894,40.33613445,1.5,0.412955466,0.434,1.543378995,29.14979757,0.666666667,0.046,0.32,0,1.12,0.32,0.25,0.126,1.236,13.888,0,0.25,15.342,0.285714286,2.048780488,0.258,0.544,1.636,93.878,0.26,1.37,0.728,0.509803922,0.126,1.757575758,0.911764706,0.451612903,0.382352941,1.230769231,0.37,1.462,0.704,0.324324324,0.21,0.545454545,0.198,1.168,0.884,30,0.266,1.466666667,0.122,0.417910448,1.969230769,0.04,0.727272727,2.363636364,0.1,0.631578947,1.821428571,0.076,0.186046512,1.19047619,2158,2274,87.64561288,189.0658637,14.49422347,42.47424872,44.92000512,57.17599725,31.06489904,5.665635168,25.16043234,83.49095384,15.30741746,58.57095935,43.49830555,7.347971279,5.386660976,12.57534631,3.90119141,4.865376608,0.171976862,0.567518222,2.151073312,3.90871725,0.448319722,2.783495863,0.705794191,,,,
x25,1.528,1.538,16.692,15.72,0.612,0.718,13.132,0.615384615,174.3589744,0,140,200,125,0,0,200,66.66666667,184.6153846,0,0,112.8205128,147.5747778,100.1231179,74.286,57.142,56.41,95.238,130,33.33333333,75,85.714,151.354,91.13,87.17948718,1.262,40,12.8,0,6.4,100,53.33333333,72.72727273,162.962963,120,81.81818182,100,0,0,0,0.038,1.076,1.692,0,0,0,0.018,1,1,0.08,1,1.75,0.07,1.5,1.5,0.02,0,2,100,0,0.666666667,0.018,2,33.33333333,0,0.256,0.506024096,1.714285714,1.675675676,0.65060241,0.314,0.556,1.666,24.084,0.695652174,0.398,5.05,0.8,2,0.062,0.762,1.62,76.19,0.17,1.186,0.364,0,0.982,1.381818182,0.748427673,0.235294118,0.13836478,0.636363636,0.146,1.022,0.76,0,0.2,0.8,0.708,1.608,0.766,50,0.28,0.352941176,0.01,0,4,0.172,0.588235294,1.294117647,0.014,0,0,0.084,0.413793103,1.571428571,1294,1374,24.46802888,46.6066066,0,0.483870968,6.589842778,12.43044389,58.27974531,24.3441459,6.710625609,13.66289046,27.79242539,49.04953881,14.7874425,6.657204969,0,5.745498463,1.110607647,0.756595971,0.790433412,1.056892943,1.813814997,1.643881988,0.130225974,2.719377315,0.704042175,,,,
x26,1.582,1.482,22.184,12.774,0.948,0.576,17.068,0.869565217,77.5862069,82.9787234,67.74193548,84,110.7142857,76,90.90909091,106.3829787,36.36363636,89.88764045,0,101.2987013,3.448275862,147.0975314,96.73721207,72.108,50,54.546,66.666,100.918,44.44444444,53.65853659,79.412,148.218,93.91,110.3448276,1.362,20.708,7.63,6.54,2.18,66.66666667,0,0,150,66.66666667,44.44444444,35.948,0.008,0,0,0.072,1.582,2.372,0.004,4,4,0.034,1,2.1,0,0,0,0.008,1.6,1.6,0.056,0.4,1.2,26.66666667,0,0.167938931,0.22,1.282051282,25.95419847,0.823529412,0.05,0.142857143,3,1.928571429,0.357142857,0,0.052,1.066,32.258,0,0,34.88,0.617021277,1.494505495,0.18,0.58,1.534,67.29,0.836,1.56,0.662,0.573248408,0.256,1.696,0.593103448,0.790697674,0.317241379,0.782608696,0.484,1.306,0.694,0.46,0.194,0.785714286,0.14,1.44,0.698,8,0.24,0.8,0.078,0.571428571,1.9,0.134,0.111111111,2.111111111,0.078,0.391304348,1.911111111,0.024,0.857142857,2,2272,2380,33.21947624,77.88734049,24.77097528,59.68145316,16.18116801,18.03808304,21.64601232,4.660841806,6.96698611,12.86030574,3.628421473,24.8272182,9.883430919,4.254540187,4.131132098,8.787100984,1.549775834,0.762588417,0.149640778,0.138331977,0.872820854,2.063974948,0.133409386,1.043448949,0.814200641,,,,
